pp block trl_number cat_correct resp acc RT
1013 test 58 2 1 0 2231
1013 test 59 2 2 1 3326
1013 test 60 2 2 1 4117
1013 test 61 1 1 1 2070
1013 test 62 1 1 1 3070
1013 test 63 1 1 1 7046
1013 test 64 2 2 1 4991
1013 test 65 2 2 1 8183
1013 test 66 2 2 1 3246
1013 test 67 2 2 1 3414
1013 test 68 2 2 1 3981
1013 test 69 1 1 1 4118
1013 test 70 1 1 1 4766
1013 test 71 2 2 1 4302
1013 test 72 1 1 1 4094
1013 test 73 2 2 1 8102
1013 test 74 1 1 1 6182
1013 test 75 2 2 1 3734
1013 test 76 1 1 1 3638
1013 test 77 1 1 1 3151
1013 test 78 2 2 1 6542
1013 test 79 2 2 1 2902
1013 test 80 1 1 1 3966
1013 test 81 2 2 1 2414
1013 test 82 2 2 1 4862
1013 test 83 2 2 1 3375
1013 test 84 1 1 1 3542
1013 test 85 1 1 1 2447
1013 test 86 2 2 1 4422
1013 test 87 1 1 1 3913
1013 test 88 2 2 1 9886
1013 test 89 1 1 1 2830
1013 test 90 1 1 1 4278
1013 test 91 2 2 1 2486
1013 test 92 1 1 1 3518
1013 test 93 1 1 1 3190
1013 test 94 1 1 1 2902
1013 test 95 1 1 1 2581
1013 test 96 1 1 1 2191
1013 test 97 2 2 1 2061
1013 test 98 1 1 1 2142
1013 test 99 2 2 1 2806
1013 test 100 2 2 1 4870
1014 practice 0 1 1 1 3358
1014 practice 0 2 2 1 3809
1014 practice 0 2 2 1 4610
1014 practice 0 1 1 1 3099
1014 test 0 1 1 1 2328
1014 test 1 2 2 1 3815
1014 test 2 1 1 1 3095
1014 test 3 2 2 1 2646
1014 test 4 1 2 0 3151
1014 test 5 1 1 1 2527
1014 test 6 1 1 1 2214
1014 test 7 1 1 1 2255
1014 test 8 2 2 1 3024
1014 test 9 2 2 1 1664
1014 test 10 1 1 1 3959
1014 test 11 2 2 1 2439
1014 test 12 1 1 1 3415
1014 test 13 1 1 1 2175
1014 test 14 2 2 1 4407
1014 test 15 2 2 1 4743
1014 test 16 1 1 1 3144
1014 test 17 1 1 1 2544
1014 test 18 2 2 1 4088
1014 test 19 2 2 1 3664
1014 test 20 2 2 1 3678
